Pokemon,fire,water,grass,electric,rock,ground,flying,normal,fighting,psychic,dark,ghost,bug,dragon,ice,fairy,steel,poison,clusters
Cradily,0.0,0.0,0.012251861226637588,0.0,0.037570394323744746,0.012146524318567779,0.0,0.0,0.0,0.0,0.0,0.0141718495662062,0.0,0.0,0.0,0.0,0.0,0.02404476698881839,7
Cranidos,0.026383085619144545,0.0,0.0,0.0,0.048375141836536795,0.012511762994412843,0.0,0.0,0.0,0.0,0.0,0.01459798855330098,0.0,0.01717721274053802,0.01170299880121447,0.0,0.0,0.0,3
Crawdaunt,0.0,0.025763954058239464,0.0,0.0,0.02921621040415089,0.0,0.0,0.0,0.0,0.0,0.01649991622026761,0.0,0.0,0.01729032179654787,0.011780061079413179,0.0,0.0,0.02493087031633369,5
Cresselia,0.0,0.0,0.014756766303616593,0.0,0.0,0.029259786322194937,0.017351367891472052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013684212384991252,0.0,0.0,0.0,1
Croagunk,0.0,0.0,0.0,0.0,0.033488328549694434,0.0,0.0,0.0,0.0,0.0,0.01418445294024811,0.0,0.0,0.0,0.010126943663443312,0.0,0.0,0.07501296565038248,3
Crobat,0.0,0.0,0.0,0.0,0.0,0.0,0.030545846185399447,0.014933845964702422,0.0,0.0,0.01687106309668651,0.015024641254959217,0.0,0.0,0.0,0.0,0.021538634425422202,0.05098332386021687,4
Croconaw,0.013473935659407514,0.052286672932461066,0.01289043081068683,0.0,0.029646428383520235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508985455530183,0.035860578663004745,0.0,0.0,0.0,5
Crustle,0.0,0.0,0.015531842256630408,0.0,0.07144270907432802,0.015398305301740293,0.0,0.0,0.0,0.0,0.0,0.017965836200335362,0.02722306645867937,0.0,0.0,0.0,0.0,0.030481860760534742,0
Cryogonal,0.0,0.03654737813484113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033421139142510776,0.0,0.0,0.03536560974383277,5
Cubchoo,0.0,0.015848128206141766,0.015628395433310214,0.0,0.02396227676005185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028984979221854446,0.0,0.0,0.0,0
Cubone,0.025673495170182845,0.0,0.0,0.0,0.03765924845109174,0.012175250895385827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01138823894736606,0.0,0.0,0.0,3
Cyndaquil,0.03311988908148879,0.01606554361451639,0.015842796397965236,0.0,0.0,0.0,0.0,0.018214777139960316,0.023479185761076604,0.0,0.0,0.018325519944010556,0.0,0.0,0.0,0.0,0.0,0.0,3
Darkrai,0.0,0.0,0.0,0.0,0.03715230909345085,0.0,0.0,0.0,0.0,0.0,0.03147276694777973,0.0,0.0,0.0,0.011234939378891232,0.0,0.0,0.03566579342570279,11
Darmanitan,0.04130277146076336,0.0,0.013171368565769948,0.0,0.030292551167049982,0.013058126078436712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Darumaka,0.045219619635634076,0.0,0.014420443363968296,0.0,0.03316527179945484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dedenne,0.0,0.0,0.016298407668072095,0.03308647932031745,0.0,0.01615828007125576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Deerling,0.0,0.0,0.03277389292404184,0.0,0.0,0.0,0.0,0.03768079451535564,0.0242856217029982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Deino,0.016441363207209046,0.0,0.0,0.0,0.012058533086177263,0.0,0.0,0.0,0.0,0.0,0.020430245700138645,0.0,0.0,0.10704464126430768,0.014586106923344628,0.0,0.0,0.0,3
Delcatty,0.0,0.012242083740218313,0.012072348426969663,0.0,0.00925497935425453,0.0,0.0,0.013879818349584109,0.017891343432632028,0.0,0.0,0.013964205327911108,0.0,0.0,0.0111949038469072,0.0,0.0,0.0,12
Delibird,0.0,0.029256448211018728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053507741259501314,0.0,0.0,0.014155216909187467,5
Delphox,0.05742044123771574,0.01392653521271742,0.027466890283726907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Deoxys,0.009875719302642942,0.00958087744744341,0.00944803950340973,0.0,0.021729345637563086,0.01873361760602481,0.01110923666498978,0.0,0.0,0.0,0.01227169361054745,0.0,0.0,0.0,0.017522670824536925,0.0,0.0,0.018542154874128032,9
Deoxys-Attack,0.009873267709142687,0.009578499046827,0.009445694079089042,0.0,0.021723951445920195,0.018728967087540866,0.011106478857526237,0.0,0.0,0.0,0.01226864722948185,0.0,0.0,0.0,0.017518320916992566,0.0,0.0,0.018537551885223925,9
Deoxys-Defense,0.009869829667209534,0.009575163648420943,0.009442404925660987,0.0,0.021716386791722105,0.018722445338500072,0.011102611390222936,0.0,0.0,0.0,0.012264375075127225,0.0,0.0,0.0,0.017512220735807844,0.0,0.0,0.01853109679025467,9
Deoxys-Speed,0.009869829667209534,0.009575163648420943,0.009442404925660987,0.0,0.021716386791722105,0.018722445338500072,0.011102611390222936,0.0,0.0,0.0,0.012264375075127225,0.0,0.0,0.0,0.017512220735807844,0.0,0.0,0.01853109679025467,9
Dewgong,0.0,0.02846966682000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026034390007996497,0.0,0.0,0.0,5
Dewott,0.01679332606826362,0.0651678299329272,0.03213214212034832,0.0,0.012316672010039201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014898354019871106,0.0,0.0,0.0,5
Dialga,0.015213763735616306,0.0,0.0,0.0,0.03347453694547175,0.02885955173869404,0.017114024480117528,0.0,0.0,0.0,0.0,0.0,0.0,0.0792416959997531,0.013497030736289658,0.0,0.0,0.0,6
Diancie,0.0,0.0,0.0,0.0,0.04604400449698251,0.04465813817610455,0.01765517073636316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Diggersby,0.014016654820992402,0.0,0.02681929374378912,0.0,0.030840562388832683,0.013294355757045637,0.0,0.015417336886845054,0.019873233360247534,0.0,0.0,0.0,0.0,0.0,0.012435004527907067,0.0,0.0,0.026316967558857228,3
Diglett,0.0,0.0,0.0,0.0,0.03579377520276437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015271829497526751,0
Ditto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Dodrio,0.0,0.0,0.0,0.0,0.0,0.0,0.03586603964678362,0.0175348853719101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025290034905270355,0.0,4
Doduo,0.0,0.0,0.0,0.0,0.0,0.0,0.03772883307695034,0.018445603967863298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02660353679547554,0.0,4
Donphan,0.013725548417078879,0.0,0.0,0.0,0.0402667291336773,0.0,0.0,0.015097140266726317,0.019460493974743687,0.0,0.0,0.0,0.0,0.0,0.012176746798299146,0.0,0.0,0.0386556011794062,3
Doublade,0.0,0.0,0.0,0.0,0.026953653063496567,0.01742825478960093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dragalge,0.0,0.03359776951008279,0.0,0.0,0.0,0.0,0.0,0.01904622397815866,0.0,0.0,0.0,0.0,0.0,0.045095271103372844,0.0,0.0,0.0,0.08127844358444543,5
Dragonair,0.016277934064000927,0.015791952624961716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12717672546575803,0.014441119252481725,0.0,0.0,0.0,5
Dragonite,0.022922761572417863,0.011119198645283788,0.0,0.0,0.025218244560738786,0.0,0.025785907387522913,0.012606714728021332,0.0,0.0,0.0,0.0,0.0,0.10447011788910421,0.020336139227616977,0.0,0.01818228341675868,0.0,6
Drapion,0.012648612780540261,0.0,0.0,0.0,0.03710731617230188,0.0,0.0,0.0,0.0,0.0,0.015717326088815098,0.0,0.021209475690741858,0.0,0.011221333421309525,0.0,0.0,0.13061620269147167,3
Dratini,0.016279138861003774,0.01579312145247489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12718613833947226,0.014442188099248443,0.0,0.0,0.0,5
Drifblim,0.0,0.0,0.0,0.0,0.0,0.011321456790342526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Drifloon,0.0,0.0,0.0,0.0,0.0,0.011492554000757469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Drilbur,0.0,0.0,0.0,0.0,0.05547402651582405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325443339816826,0
Drowzee,0.011807112197194625,0.0,0.011295791125860731,0.0,0.0,0.011198674149967013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01047478842196577,0.0,0.0,0.011084220615606143,9
Druddigon,0.026520494283160286,0.0,0.0,0.0,0.038901671807243,0.012576926890037558,0.0,0.0,0.0,0.0,0.016477350675414643,0.0,0.0,0.06906670112240457,0.0,0.0,0.0,0.04979354893219611,3
Ducklett,0.0,0.05370751880223567,0.0,0.0,0.0,0.0,0.04151669408405012,0.020297486952947183,0.0,0.0,0.0,0.0,0.0,0.0,0.016371137506918865,0.0,0.029274451622684702,0.0,4
Dugtrio,0.0,0.0,0.014354567753805624,0.0,0.033013765881026634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028171412529146504,3
Dunsparce,0.012138949464624628,0.011776538356062087,0.0,0.0,0.026709085233229478,0.0,0.02731030689192962,0.013351992735685757,0.0,0.0,0.0,0.013433170622400847,0.0,0.0,0.010769180912593447,0.0,0.0,0.022791482228747308,3
Duosion,0.0,0.0,0.0,0.0,0.020430342271705672,0.02642055306649778,0.0156676720432924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Durant,0.0,0.0,0.0,0.0,0.061665597884994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819702709242224,0.0,0.0,0.0,0.0,0.0,0
Dusclops,0.01089392956279163,0.0,0.0,0.0,0.023969693099500644,0.02066509834900743,0.012254625512937836,0.011982558194953658,0.015445739884185083,0.0,0.013536934547510548,0.02411082029657694,0.0,0.0,0.019329300060543737,0.0,0.0,0.0,9
Dusknoir,0.010798027282350494,0.0,0.0,0.0,0.023758681249601444,0.020483177762336928,0.012146744649024696,0.011877072415025391,0.015309766756264989,0.0,0.013417765161862714,0.023898566064858223,0.0,0.0,0.019159138876330785,0.0,0.0,0.0,9
Duskull,0.0,0.0,0.0,0.0,0.0,0.02347919758674086,0.013923416618223015,0.013614300145222925,0.01754908553975521,0.0,0.015380345914252315,0.02739414563439145,0.0,0.0,0.010980747530696047,0.0,0.0,0.0,11
Dustox,0.0,0.0,0.0,0.0,0.0,0.0,0.03521711904472392,0.017217628476957434,0.0,0.0,0.0,0.0,0.0524958992139981,0.0,0.0,0.0,0.0,0.05878003099940939,4
Dwebble,0.0,0.0,0.015611670990262142,0.0,0.07180990189655677,0.01547744769785805,0.0,0.0,0.0,0.0,0.0,0.018058174889385315,0.027362984369578906,0.0,0.0,0.0,0.0,0.03063852783859585,0
Eelektrik,0.0,0.0,0.0,0.0,0.0,0.01729379265227052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Eelektross,0.014708108150312661,0.0,0.014071155990367951,0.02856506115013265,0.032361953178162095,0.01395017746820099,0.0,0.016177887036349717,0.0,0.0,0.0,0.0,0.0,0.057455971531722654,0.0,0.0,0.0,0.0,3
Eevee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016339224021823768,0.0,0.0,0.0,0.0,0.0,0.0,12
Ekans,0.0,0.0,0.0,0.0,0.01899243019859918,0.0,0.0,0.0,0.0,0.0,0.0160890222976169,0.0,0.0,0.0,0.0,0.0,0.0,0.13370512170187876,3
Electabuzz,0.013574349279581255,0.0,0.0,0.0,0.019911577628719413,0.012874842877836691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012042609089736705,0.0,0.0,0.0,3
Electivire,0.012448289844192108,0.0,0.0,0.07252859925558076,0.03651962749334484,0.011806810959463364,0.0,0.013692245449718041,0.0,0.0,0.0,0.0,0.0,0.0,0.011043615081780882,0.0,0.0,0.0,3
Electrike,0.015044513434111395,0.0,0.0,0.029218404014132074,0.0,0.014269247287532792,0.0,0.016547909246147748,0.021330562112416084,0.0,0.0,0.016648517771687542,0.0,0.0,0.01334687877118518,0.0,0.0,0.0,12
Electrode,0.0,0.0,0.0,0.032358964149573934,0.0,0.015802987089758556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Elekid,0.014487324200527478,0.0,0.0,0.0,0.010625388904834743,0.013740770843626487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012852563206522758,0.0,0.0,0.0,3
Elgyem,0.0,0.0,0.0,0.0,0.018302063465172116,0.02366825932611357,0.014035532262470528,0.0,0.0,0.02968007358896225,0.03100838640494489,0.0,0.0,0.0,0.0,0.0,0.019793604441841948,0.0,1
Emboar,0.036792364689736366,0.011897973413091756,0.0234660183128438,0.0,0.02698449887265756,0.0116321331438692,0.0,0.013489673262025067,0.017388439174502293,0.0,0.0,0.013571688223354509,0.0,0.0,0.0,0.0,0.0,0.034539748617597815,3
Emolga,0.0,0.0,0.0,0.06028077186939605,0.0,0.0,0.03491531322868352,0.034140151587336215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Empoleon,0.013367474512525275,0.03890515652426045,0.02557716018140816,0.0,0.03921624543085074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011859078233201802,0.0,0.02120610201220148,0.0,5
Entei,0.04543570503269494,0.0,0.0,0.0,0.0222158363847555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Escavalier,0.0,0.0,0.0,0.0,0.01273895301876659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05824975605833949,0.0,0.0,0.0,0.0,0.048916999014433075,0
Espeon,0.0,0.0,0.011208080329023564,0.0,0.0,0.011111717457667291,0.0,0.0,0.0,0.0,0.0,0.01296449783511536,0.0,0.0,0.0,0.0,0.0,0.0,1
Espurr,0.0,0.0,0.0,0.0,0.0,0.014858234296777767,0.017622185388655207,0.0,0.0,0.0,0.019466149327735265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Excadrill,0.0,0.0,0.016691204828100496,0.0,0.051183663896446886,0.016547700108611074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04913573416687238,0
Exeggcute,0.0,0.0,0.025951313507966058,0.0,0.009947479240884575,0.025728193846821346,0.015257095581749838,0.0,0.0,0.0,0.0,0.015009071041416097,0.0,0.0,0.0,0.0,0.0,0.025465244619166664,7
Exeggutor,0.0,0.0,0.02439449203967818,0.0,0.009350729129072187,0.02418475734567051,0.014341821141475471,0.0,0.0,0.0,0.0,0.014108675614064729,0.0,0.0,0.0,0.0,0.0,0.02393758246417973,7
Exploud,0.0350968542663097,0.011349676555587027,0.0,0.0,0.03432128857421177,0.01109608706043769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031136497779999953,0.0,0.0,0.0,3
Farfetch'd,0.0,0.0,0.0,0.0,0.0,0.0,0.02927292947859965,0.028623035493314308,0.01844781196688525,0.0,0.0,0.02879705877049211,0.0,0.0,0.0,0.0,0.020641069256156136,0.02442936487806482,4
Fearow,0.0,0.0,0.0,0.0,0.0,0.0,0.03576967015713775,0.017487770385953144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025222082385813253,0.0,4
Feebas,0.0,0.01859246513705887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04990999510155351,0.017002077742905273,0.0,0.0,0.0,5
Fennekin,0.05326626508495735,0.01722532952529454,0.033973003977346636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Feraligatr,0.012342919645894752,0.047897675843950535,0.011808394794151019,0.0,0.03621050226900612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428875216720004,0.03285040481722316,0.0,0.0,0.0,3
Ferroseed,0.0,0.0,0.0,0.0,0.03614314886938558,0.031160254031130243,0.018478365676776652,0.0,0.0,0.0,0.0,0.018177975073037925,0.0,0.0,0.0,0.0,0.0,0.030841787652192348,13
Ferrothorn,0.0,0.0,0.014563991709883857,0.0,0.033495415595209924,0.02887755194205263,0.017124698794248088,0.0,0.0,0.0,0.0,0.01684631386023236,0.0,0.0,0.0,0.0,0.0,0.028582415407209596,13
Finneon,0.0,0.04774751565304764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014554408056870895,0.0,0.0,0.0,5
Flaaffy,0.013434502145601497,0.0,0.0,0.07827465736357204,0.0098532212066225,0.012742202274606191,0.0,0.01477700978806841,0.0190478398468103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Flabebe,0.0,0.0,0.03237315747858194,0.0,0.0,0.0,0.0,0.018610030514087262,0.0,0.0,0.0,0.0,0.0,0.022031253340220887,0.0,0.039313661650890966,0.0,0.0,7
Flareon,0.037173832983120034,0.0,0.0,0.0,0.00908809262179329,0.0,0.0,0.0,0.0,0.0,0.0,0.013712401351976615,0.0,0.0,0.0,0.0,0.0,0.011632620492658096,12
Fletchinder,0.01874022518472864,0.0,0.0,0.0,0.0,0.0,0.04216191051048535,0.020612932878648373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029729409742028222,0.0,4
Fletchling,0.0,0.0,0.0,0.0,0.0,0.0,0.04419037683737522,0.02160464885490568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031159731704431193,0.0,4
Floatzel,0.0,0.058026442084723115,0.0,0.0,0.02193390990010422,0.0,0.0,0.01644729142316455,0.021200863871337152,0.0,0.0,0.0,0.0,0.0,0.039797173432728476,0.0,0.0,0.0,5
Floette,0.0,0.0,0.03236394900907245,0.0,0.0,0.0,0.0,0.018604736934099798,0.0,0.0,0.0,0.0,0.0,0.02202498660134089,0.0,0.03930247897107798,0.0,0.0,7
Floette-Eternal,0.0,0.0,0.03218478813299913,0.0,0.0,0.0,0.0,0.018501744528343238,0.0,0.0,0.0,0.0,0.0,0.021903060321766876,0.0,0.03908490766782516,0.0,0.0,7
Florges,0.0,0.0,0.04642713243098347,0.0,0.0,0.0,0.0,0.0177927315615064,0.0,0.0,0.0,0.0,0.0,0.021063704132530118,0.0,0.03758711883490422,0.0,0.0,7
Flygon,0.024897752880208117,0.0,0.0,0.0,0.027391011295141217,0.0,0.028007583113327295,0.013692890664065292,0.0,0.0,0.0,0.0,0.041749106690917026,0.0810507921928476,0.0,0.0,0.019748842122629715,0.0,6
Foongus,0.0,0.0,0.01660806992508421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032594000543723654,7
Forretress,0.0,0.0,0.0,0.0,0.040794451880258285,0.026377726970676703,0.01564227570800258,0.0,0.0,0.0,0.0,0.0,0.023316936516074742,0.0,0.0,0.0,0.0,0.0,13
Fraxure,0.0,0.0,0.0,0.0,0.024060562904056206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10679384906421048,0.0,0.0,0.0,0.030797154997236943,0
Frillish,0.0,0.04562122594194221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019478024845781594,0.0,0.0,0.0,0.01390627196687143,0.0,0.0,0.02943070164514026,5
Froakie,0.016722608289324696,0.04867005299920092,0.03199683159793816,0.0,0.03679441713000777,0.015860867419738776,0.0,0.018393695850820173,0.0,0.0,0.0,0.0,0.0,0.0,0.01483561609041935,0.0,0.0,0.0,5
Frogadier,0.01607957152500356,0.04679853673460461,0.03076645301684079,0.0,0.03537955633036407,0.015250967295998738,0.0,0.017686400525881593,0.0,0.0,0.01998067878366279,0.0,0.0,0.0,0.028530280195066978,0.0,0.0,0.015095098209527083,5
Froslass,0.0,0.012275382710434856,0.0,0.0,0.0,0.012001109863181626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044901417779341105,0.0,0.0,0.0,11
Furfrou,0.0,0.0,0.01598142956033816,0.0,0.01225178361336691,0.0,0.0,0.018374166435473512,0.02368464152092071,0.0,0.02075766162411132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Furret,0.012972491729655256,0.012585195026405645,0.012410702508184707,0.0,0.009514370478940536,0.0,0.0,0.014268830745433593,0.018392787630127787,0.0,0.0,0.01435558285418166,0.0,0.0,0.02301733123297087,0.0,0.0,0.0,12
Gabite,0.01667476044464688,0.0,0.0,0.0,0.04891885131220499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10856421863990258,0.0,0.0,0.0,0.0,3
Gallade,0.009037552625372517,0.0,0.00864617063344566,0.0,0.019885144433158388,0.008571834100871246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01176814314601502,0.008017748118430786,0.0,0.0,0.016968455190691067,9
Galvantula,0.0,0.0,0.0,0.0,0.01188797142584574,0.015373544688213605,0.0,0.01782855235219224,0.0,0.0,0.0,0.0,0.05435858304555323,0.0,0.0,0.0,0.0,0.07608211413515478,11
Garbodor,0.0,0.0,0.0,0.0,0.022917580211535584,0.014818526681590543,0.0,0.0,0.0,0.0,0.019414127374706134,0.0172893846351823,0.0,0.0,0.0,0.0,0.0,0.07333538628654508,11
Gardevoir,0.010446488213004234,0.0,0.009994090585579353,0.0,0.0,0.009908165142760456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013602772095473711,0.009267698312359393,0.0,0.0,0.0,1
Gastly,0.012325608789848673,0.0,0.0,0.0,0.0,0.011690451842261702,0.0,0.0,0.0,0.0,0.015315957247996533,0.01363973104769168,0.0,0.0,0.010934777453564179,0.0,0.0,0.03471291661329292,11
Gastrodon,0.0,0.013037675517077464,0.0,0.0,0.02956933320304258,0.0,0.0,0.0,0.0,0.0,0.0,0.014871714798113498,0.0,0.0,0.011922441219819288,0.0,0.0,0.037848297292559466,5
Genesect,0.0,0.0,0.0,0.0,0.010841767534914622,0.028041184105618025,0.016628723674581437,0.0,0.0,0.0,0.018368732994231144,0.0,0.04957474238421734,0.0,0.013114296687014663,0.0,0.0,0.01387729774021571,13
Gengar,0.01064541817841576,0.0,0.0,0.0,0.007807632840586707,0.010096843951270229,0.0,0.0,0.0,0.0,0.013228131160705344,0.011780403168676389,0.0,0.0,0.009444180864881406,0.0,0.0,0.049968257125133565,9
Geodude,0.027384441161006336,0.0,0.0,0.0,0.07029567133130896,0.012986640095362144,0.0,0.0,0.0,0.0,0.0,0.015152047200909496,0.0,0.0,0.0,0.0,0.0,0.0,13
Gible,0.016731435601058574,0.0,0.0,0.0,0.04908511958087387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10893321309068076,0.0,0.0,0.0,0.0,3
Gigalith,0.0,0.0,0.0,0.0,0.06338934029319855,0.03279008069064357,0.019444870409830468,0.0,0.0,0.0,0.0,0.019128767976087032,0.0,0.0,0.0,0.0,0.0,0.0,13
Girafarig,0.0,0.0,0.011365777435777717,0.0,0.008713303476080916,0.022536117487675922,0.013364159979441993,0.026134919343111664,0.0336883960419957,0.0,0.0,0.013146907644743864,0.0,0.0,0.0,0.0,0.0,0.0,9
Giratina,0.0,0.0,0.0,0.0,0.019915014277998796,0.025754130036314854,0.01527247602098645,0.0,0.0,0.0,0.016870569243935627,0.0,0.0,0.07071492175464132,0.0,0.0,0.021538003942695633,0.0,6
Giratina-Origin,0.0,0.0,0.0,0.0,0.01990321241536165,0.02573886784765735,0.015263425379012879,0.0,0.0,0.0,0.016860571553848742,0.0,0.0,0.07067301529244678,0.0,0.0,0.0215252402780323,0.0,6
Glaceon,0.0,0.012765937919242043,0.0,0.0,0.009651011575107327,0.0,0.0,0.0,0.0,0.0,0.0,0.014561751258244797,0.0,0.0,0.035021843638921066,0.0,0.0,0.0,12
Glalie,0.0,0.02769642256685116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017737520060824116,0.0,0.0,0.0,0.03799093284919159,0.0,0.0,0.0,11
Glameow,0.0,0.013886518853439256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Gligar,0.0,0.0,0.0,0.0,0.04613742174313793,0.0,0.042458377829273815,0.013838583715878811,0.0,0.0,0.01563372352917008,0.0,0.02109665965279399,0.0,0.0,0.0,0.01995897080540524,0.09448831828331124,0
Gliscor,0.011823559307190604,0.0,0.0,0.0,0.04335856440408246,0.0,0.03990110933923696,0.013005085690456032,0.0,0.0,0.014692104216160679,0.0,0.019826007646444255,0.0,0.010489379627205746,0.0,0.01875684180887449,0.08879728599766686,3
Gloom,0.0,0.0,0.029210526786935358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02866341273460763,7
Gogoat,0.0,0.0,0.01695763749377128,0.0,0.026000340505609582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Golbat,0.0,0.0,0.0,0.0,0.0,0.0,0.03135691124509779,0.015330375188197194,0.0,0.0,0.0,0.015423581309932205,0.0,0.0,0.0,0.0,0.02211053653316037,0.039252789517475704,4
Goldeen,0.0,0.0506576989933686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015441490772610793,0.0,0.0,0.03267977995594571,5
Golduck,0.0,0.045316100431054995,0.0,0.0,0.017129419419298124,0.01107589703459432,0.0,0.01284461158005722,0.016556942695467765,0.0,0.0,0.012922704674053475,0.0,0.0,0.020719895313892196,0.0,0.0,0.0,9
Golem,0.02577680210691778,0.0,0.0,0.0,0.06616887298252598,0.012224242583726041,0.0,0.0,0.0,0.0,0.0,0.014262526663084502,0.0,0.0,0.0,0.0,0.0,0.0,13
Golett,0.015183534904744077,0.0,0.01452599382234681,0.0,0.04454403341292376,0.028802209550152294,0.017080019945766734,0.0,0.0,0.0,0.0,0.016802361326323647,0.0,0.0,0.026940425900672884,0.0,0.0,0.0,13
Golurk,0.01389220315718881,0.0,0.013290584735775855,0.0,0.040755645210101596,0.026352634545043954,0.015627395629807583,0.0,0.0,0.0,0.0,0.015373351365817202,0.0,0.0,0.024649192174373134,0.0,0.0,0.0,13
Goodra,0.030984590478713096,0.01502976922685148,0.0,0.0,0.022724922790185054,0.0,0.0,0.0,0.0,0.0,0.0,0.017144040832311042,0.0,0.06051933159157456,0.013744132527295273,0.0,0.0,0.05817511188415182,3
Goomy,0.0,0.018762697705183438,0.0,0.0,0.014184544361603501,0.0,0.0,0.0,0.0,0.0,0.0,0.021402088796366597,0.0,0.050366970902158185,0.0,0.0,0.0,0.07262400518415833,0
